Nom,Localisation,Type,Etat_poste,Nb_place,Heure_operation,Long,Lat,MTM8_X,MTM8_Y
"4-32","3291, boul. des Sources coin de l'avenue Deacon. Épicerie Adonis. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",8,"24H / 7J",-73.79097200000001,45.48468100924473,282054.3,5038347.4
"5-762","Au 396 rue Dorval (Esso)","Privé","Poste prive actif",4,"24H / 7J",-73.74090027909853,45.44579899539779,285955.5,5034013.5
"5-748","800, Pl. Leigh-Capreol. Hôtel Marriott - Aéroport de Montréal","En commun","Poste encommun actif",3,"24H / 7J",-73.75209931772156,45.45588036441182,285083,5035136.6
"5-495","Coin des av. Ryan et Renaud","Public","Poste public actif",2,"24H / 7J",-73.71122614334718,45.47448517201431,288285.2,5037194.9
"5-37","310, av. Dorval. Les jardins Dorval - Épicerie Maxi. Poste privé de la compagnie Taxi Diamond de l'Ouest","Privé","Poste prive actif",10,"24H / 7J",-73.74144036931153,45.44488992519177,285913,5033912.6
"5-36","555, boul. McMillan. Hôtel Sheraton. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",4,"24H / 7J",-73.74152228042601,45.45329096181508,285909.4,5034846.3
"5-35","975, boul. Roméo-Vachon. Aéroport de Montréal-Trudeau. Ligne et bassin Taxis et Limousines","En commun","Poste encommun actif",300,"24H / 7J",-73.74668258885498,45.45603009098139,285506.7,5035151.9
"5-44","755, boul. Montréal-Toronto. Via Rail Dorval","En commun","Poste encommun actif",12,"24H / 7J",-73.74151931904908,45.44846438154334,285908,5034309.9
"5-34","boul. Montréal-Toronto / Rond-Point Dorval. Terminus STM","En commun","Poste encommun actif",4,"24H / 7J",-73.74329014550779,45.44835795790181,285769.4,5034298.5
"5-741","500, boul. McMillan. Hôtel A Loft. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",2,"24H / 7J",-73.74073161957398,45.45285494444704,285971.1,5034797.6
"11-104","Avenue d'Oxford. Avenue Somerled","Public","Poste public actif",4,"24H / 7J",-73.6292942,45.4777922,294691.7,5037548.8
"1-689","3200, rue Jean-Yves. Cinéma Cineplex Kirkland. Poste Privé Taxi Coop de l'Ouest","Privé","Poste prive actif",5,"24H / 7J",-73.8897824,45.4405666,274306.4,5033477.7
"11-481","Boul. de Maisonneuve O.. Park Row E","Public","Poste public actif",6,"24H / 7J",-73.62891239999999,45.4605407,294718.4,5035631.6
"11-105","Rue Sherbrooke O. coin West Broaway (Loyola Campus)","Public","Poste public actif",8,"24H / 7J",-73.6402395,45.4565446,293831.8,5035189
"5-43","325, boul. Saint-Jean. Épicerie Métro. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",3,"24H / 7J",-73.81547910370483,45.44543227949213,280121.4,5033993
"5-40","6815, route Transcanadienne. Fairview Pointe-Claire. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",10,"24H / 7J",-73.83095760845947,45.46556415742894,278919.8,5036235.1
"1-27","160, Av. Stillview. Hôpital Lakeshore (Urgence). Poste privé de Taxi Coop de l'Ouest.","Privé","Poste prive actif",4,"24H / 7J",-73.8331791693115,45.44815836858193,278738.1,5034301.5
"5-45","6700, rte. Transcanadienne. Hôtel Double Tree. Poste privé de la compagnie Taxi Coop de l'Ouest","Privé","Poste prive actif",3,"24H / 7J",-73.82656717724609,45.462280899734296,279261.7,5035868.8
"1-916","88, boul. Saint-Anne - Devant le Uniprix","Public","Poste public actif",3,"00h00 à 04h00 / 7 jours sur 7.",-73.95586199140168,45.404749185908486,269114.3,5029524.6
"1-684","Sur la rue Lakeshore près de la rue Stewart Park (Sud-ouest).. CÉGEP John Abbott","Public","Poste public actif",5,"5h00 à 17H00 / 7 Jours",-73.93942141003419,45.40392191657729,270400.8,5029425.5
"1-25","Coin de l'av. Garden City et  rue du Pacifique (Nord-est)","Public","Poste public actif",5,"24H / 7J",-73.95207740370483,45.40822601210693,269412.7,5029909.3
"1-26","coin de la rue Lalonde et de la rue Sainte-Anne (Sud-ouest)","Public","Poste public actif",3,"00h00 à 04h00 / 7 jours",-73.94977594418026,45.403070196664075,269589.6,5029335.3
"12-112","Au coin du 4626 rue Sherbrooke O et Arlington Lane. Situé au nord-ouest de l'intersection","En commun","Poste encommun actif",2,"24H / 7J",-73.60068565714721,45.481289257098794,296928.8,5037934.3
"12-113","Au coin de l'avenue Atwater et le boul. De Maisonneuve O. Situé au sud-ouest de l'intersection","Public","Poste public actif",5,"24H / 7J",-73.58578910957033,45.4899144049726,298094.4,5038891.4
"12-118","Rue Sainte-Catherine ouest. coin Avenue Gladstone. Situé au Nord-Ouest de l'intersection sur la rue Sainte-Catherine O.","Public","Poste public actif",2,"24H / 7J",-73.58664950000002,45.4872379,298026.8,5038594.1
